arquivo,estilo_real,estilo_llm,justificativa,elementos
rap_Ascensão.mp3,rap,rap,"A música apresenta um vocal masculino em estilo de rap com rimas bem definidas, acompanhado por uma batida eletrônica forte e uma linha de baixo proeminente. Há também um sample vocal feminino melódico que serve como refrão, complementando a sonoridade urbana e a narrativa de superação, características marcantes do gênero rap.","vocal masculino (rap), batida eletrônica (kick, snare, hi-hat), linha de baixo sintética, sample vocal feminino melódico, sintetizadores atmosféricos, samples de vocalização"
mpb_Sol na Varanda 4.mp3,mpb,mpb,"A música apresenta uma instrumentação predominantemente acústica com violão proeminente, um vocal feminino suave e expressivo, e um ritmo introspectivo e melódico. Essa combinação, juntamente com a ""vibe"" calma e poética, é altamente característica da MPB, que valoriza a melodia, a letra e a performance vocal em um contexto sofisticado e frequentemente introspectivo.","violão acústico, vocal feminino suave, baixo, percussão leve (shaker), ritmo lento e melancólico, ambiente introspectivo e calmo"
rap - Mix.mp3,desconhecido,rap,"A música apresenta vocais de rap com um ritmo cadenciado, batidas eletrônicas proeminentes e o uso extensivo de 'scratches' de DJ, elementos fundamentais e característicos do gênero rap.","vocais de rap, batida eletrônica (drum machine), linha de baixo proeminente, efeitos de 'scratch' de DJ (turntablism), sons sintetizados/efeitos de sopro"
forro_O Menino Boiador.mp3,forro,forró,"A música apresenta claramente os elementos característicos do forró tradicional, com destaque para a sanfona (acordeão), a zabumba e o triângulo, que juntos formam o 'trio forrozeiro'. O ritmo é animado e dançante, e o estilo vocal remete à cultura popular do Nordeste brasileiro.","sanfona (acordeão), zabumba, triângulo, vocal masculino, vocal feminino, ritmo dançante e marcado"
forro_Morena do Sertão (1).mp3,forro,forró,"A música apresenta claramente os elementos clássicos do forró, como a sanfona (acordeon), a zabumba e o triângulo, que juntos criam um ritmo dançante e alegre, característico do gênero. A melodia e a interpretação vocal reforçam essa identificação, inclusive com a letra mencionando o 'forró'.","sanfona, zabumba, triângulo, vocal feminino, ritmo dançante, batida forte, guitarra"
rap_Batalha no Mic.mp3,rap,rap,"A música apresenta um vocal de rap bem marcado e ritmado sobre uma batida eletrônica característica do hip-hop, com um groove consistente e uma linha de baixo proeminente, elementos essenciais do gênero rap.","Vocal de rap, Batida eletrônica de hip-hop, Linha de baixo marcante, Sintetizadores atmosféricos"
forro_No Meio do Salão (1).mp3,forro,forró,"A música apresenta elementos clássicos do forró, como o uso proeminente da sanfona (acordeão), o ritmo dançante característico que evoca o 'dois pra lá, dois pra cá', e uma atmosfera festiva e alegre, comum ao gênero nordestino.","sanfona (acordeão), bateria, baixo, violão, vocal masculino melódico, ritmo dançante"
samba_Samba da Madrugada (1).mp3,samba,samba,"A música apresenta um ritmo sincopado e vibrante, característico do samba, com instrumentação típica como pandeiro, cavaquinho, violão e percussão leve. A melodia e a cadência dos vocais, juntamente com a letra que menciona 'sambar na madrugada' e 'batucada', reforçam a identificação com o gênero.","pandeiro, cavaquinho, violão, percussão, voz masculina, coro, ritmo sincopado, linha de baixo rítmica"
samba_Sorriso no Batuque (1).mp3,samba,samba,"A música apresenta um ritmo contagiante e sincopado, característico do samba, com uma forte seção de percussão (batucada), cavaquinho e violão como elementos centrais. A letra também faz referência explícita ao samba e à 'roda'.","Percussão (pandeiro, surdo, tamborim, caixa), Cavaquinho, Violão, Baixo, Vocal masculino"
rap_Ascensão Suprema.mp3,rap,rap,"A música apresenta um ritmo marcado por batidas eletrônicas fortes e percussão sincopada, com vocais dominantes de rap feminino. A melodia e a instrumentação eletrônica, juntamente com a cadência da voz, são características intrínsecas do gênero rap.","rap vocal feminino, batida eletrônica, sintetizadores, percussão marcante, atmosfera urbana"
mpb_Tropical Reverie.mp3,mpb,mpb,"A canção apresenta uma sonoridade suave e introspectiva, dominada por um violão acústico dedilhado e vocais femininos delicados. A melodia é etérea e melanchólica, criando uma atmosfera calma e envolvente. Esses elementos se alinham bem com a diversidade da Música Popular Brasileira (MPB), que abrange estilos líricos e melódicos com foco em arranjos acústicos e emotividade vocal, distanciando-se de ritmos mais marcados ou gêneros específicos.","violão acústico dedilhado, voz feminina suave e melancólica, percussão leve (shaker), melodia etérea"
forro_Noite de Forró.mp3,forro,forró,"A música apresenta claramente os elementos clássicos do forró, como a sanfona, a zabumba e o triângulo em destaque, acompanhados por um ritmo cativante e dançante, ideal para pares. A letra também faz menção explícita ao 'forró' e a convida à dança, reforçando a identidade do estilo.","sanfona (acordeon), zabumba, triângulo, contrabaixo, vocal masculino, ritmo binário e pulsante, característico para dança a dois"
forro_Rastros do Sertão (1).mp3,forro,forró,"A música apresenta um acordeon (sanfona) como instrumento principal, um ritmo marcante e dançante característico, e uma ""vibe"" festiva e regional, elementos inconfundíveis do forró, um gênero musical tradicional do Nordeste brasileiro. A letra também menciona o 'sertão', reforçando o tema regional.","sanfona, percussão com ritmo marcado (zabumba, triângulo), bateria, baixo, violão, vocal masculino"
forro_PiseirodaSaudade_FULL_SONG_MusicGPT.mp3,forro,forró,"A música apresenta um ritmo animado e dançante, com a sanfona em destaque na melodia, o baixo marcante e uma percussão típica, criando uma atmosfera festiva e convidativa ao baile, que são características inconfundíveis do forró tradicional.","sanfona/acordeon como instrumento principal melódico, ritmo binário e sincopado característico (baião/xote), bateria e percussão com repique marcante, vocais masculinos em português com pronúncia regional, letra que menciona 'forró' e elementos culturais da festa junina"
forro_O Boi Encantado.mp3,forro,forró,"A música é claramente forró, um gênero musical e de dança popular do Nordeste do Brasil. Os elementos que definem essa escolha são o uso proeminente da sanfona (acordeão), o ritmo marcado pela percussão (que simula zabumba e triângulo), e a melodia festiva e dançante. A narrativa da letra sobre 'boi encantado' também se alinha com temas folclóricos regionais frequentemente abordados no forró.","sanfona (acordeão), bateria/percussão (com som de zabumba e triângulo), baixo, violão, voz masculina principal, vocais femininos de apoio"
samba_Sorriso de Boteco.mp3,samba,samba,"A música apresenta instrumentos característicos como cavaquinho, pandeiro e tantan, combinados com um ritmo altamente sincopado e uma melodia vocal que remete claramente ao ambiente de uma roda de samba, com letras que celebram a amizade e a alegria.","cavaquinho, pandeiro, tantan, vocais masculinos, percussão brasileira, ritmo sincopado e animado"
mpb_Untitled.mp3,mpb,mpb,"A música apresenta elementos marcantes de Bossa Nova, como o violão em fingerstyle com acordes sofisticados, uma linha de baixo 'walking' e uma percussão suave que cria um ritmo relaxado e swingado. Embora a Bossa Nova tenha raízes no samba, sua abordagem harmônica e melódica mais complexa a insere perfeitamente no vasto guarda-chuva da MPB.","violão acústico com técnica fingerstyle, linha de baixo 'walking' suave e melódica, percussão discreta com toques de jazz (uso de vassourinhas e pratos), ritmo relaxado com swing sutil, harmonias sofisticadas e complexas"
rap_Batalha no Mic (1).mp3,rap,rap,"A música apresenta um beat de hip-hop marcante, com um vocal masculino declamando as letras em um estilo rítmico e cadenciado, característico do rap. A 'vibe' é urbana e assertiva, com um flow lírico bem definido.","batida de hip-hop, baixo eletrônico, sintetizadores, vocal de rap masculino"
rap_Batalha de Titãs.mp3,rap,rap,"A música apresenta um beat eletrônico forte e percussivo, uma linha de baixo proeminente e vocais em estilo spoken-word, com rimas e um flow característicos do gênero. A temática e a entrega vocal são típicas do rap.","batida eletrônica forte, linha de baixo marcante, vocais em estilo rap com rimas e flow, atmosfera urbana e assertiva"
samba_Samba do Meu Lugar.mp3,samba,samba,"A música apresenta claramente elementos como cavaquinho, pandeiro e um ritmo sincopado característico, além de letras que mencionam explicitamente o ""samba"", confirmando o estilo.","cavaquinho, pandeiro, percussão (caixa/tarol), violão (guitarra), baixo, voz masculina, ritmo sincopado, coro"
mpb_Untitled (1).mp3,mpb,forró,"A música apresenta um ritmo animado e dançante, com destaque para o violão e a sanfona (acordeon), que são instrumentos centrais no forró. A percussão marcante e a melodia festiva completam a sonoridade típica desse estilo, evocando um ambiente de festa junina ou baile.","violão, percussão, baixo, sanfona, flauta"
forro_Paixão de Balada (1).mp3,forro,forró,"A música apresenta um ritmo animado e contagiante, com destaque para a sanfona (acordeon) como instrumento principal, a bateria marcante e o baixo. A letra romântica e a melodia dançante, com vocalistas masculino e feminino, são características típicas do forró, especialmente do forró universitário ou eletrônico, que incorpora elementos modernos.","sanfona (acordeon), bateria com ritmo de forró, baixo, guitarra, vocais masculino e feminino"
rap_City Grind (1).mp3,rap,rap,"A música apresenta um ritmo de hip-hop clássico com batidas fortes, baixo proeminente e samples de metais, acompanhados por vocais de rap em inglês. A sonoridade urbana e o fluxo vocal são características marcantes do gênero rap.","batida de bateria 'boom-bap', baixo proeminente, samples de metais ou sintetizador, vocais de rap masculinos, ritmo hip-hop"
samba_Solteiro na Pista.mp3,samba,pagode,"A música apresenta um ritmo contagiante e sincopado, impulsionado por uma percussão marcante (pandeiro, tantan, rebolo) e a presença inconfundível do cavaquinho. A melodia alegre das vozes, tanto masculina quanto feminina, e os arranjos de metais contribuem para a atmosfera festiva e dançante, características marcantes do pagode. A letra reforça o tema de celebração e curtição, típico do gênero.","cavaquinho, percussão (pandeiro, tantan, rebolo, surdo), baixo, guitarra rítmica, metais (trompete, saxofone), vocal masculino e feminino, ritmo sincopado e dançante"
rap_Batalha de Titãs (1).mp3,rap,rap,"A música apresenta uma batida eletrônica forte e repetitiva, um contrabaixo proeminente, samples vocais característicos e, principalmente, a presença de rapping masculino e vocal feminino melódico nos refrões, todos elementos fundamentais do gênero rap.","batida eletrônica, contrabaixo eletrônico, samples vocais, rapping masculino, vocal feminino melódico, sintetizadores"
