ano,artista,faixa,genero1,id,arquivo,status,fechado_estilo,fechado_confianca,fechado_justificativa,tempo_fechado,aberto_estilo,aberto_subgeneros,aberto_confianca,aberto_justificativa,tempo_aberto
2024,Eduardo Costa,Saudade,sertanejo,19,19_Eduardo Costa - Saudade (Videoclipe)(MP3_160K).mp3,ok,mpb,95.0,"A canção apresenta arranjo centrado no violão acústico, vocais expressivos com ênfase na interpretação lírica e uma estrutura melódica característica da tradição de cantautores brasileiros, elementos fundamentais do gênero MPB.",51.16388440132141,Sertanejo,"Sertanejo Universitário, Sertanejo Romântico, Pop-Folk Brasileiro, Acústico",95.0,"A faixa apresenta características marcantes do Sertanejo contemporâneo, com foco na interpretação vocal emotiva e no acompanhamento de violão de nylon. A rítmica do violão utiliza padrões de dedilhado e batida sincopada típicos do gênero. A estrutura harmônica é acessível, baseada em progressões tonais comuns ao pop romântico brasileiro. A técnica vocal, com ligeiros melismas e uma entrega sentimental, reforça a identidade do Sertanejo Romântico em uma roupagem acústica.",59.25520896911621
2024,Priscilla,Você é um perigo,mpb,193,193_PRISCILLA - Você É Um Perigo.mp3,ok,pop,95.0,"A faixa apresenta produção eletrônica polida, estrutura de verso-refrão bem definida e foco em ganchos melódicos acessíveis, características centrais do pop contemporâneo.",57.71899771690369,Pop Rock,"Power Pop, Synth-pop, Pop Punk, Pop Contemporâneo",95.0,"A composição utiliza uma estrutura clássica de canção pop com arranjos de rock, caracterizada por guitarras elétricas presentes, baterias enérgicas e uma produção vocal polida e melódica. A inclusão de sintetizadores modernos e a dinâmica crescente entre versos e refrões são marcas do Power Pop e do Pop Rock radiofônico, apresentando uma sonoridade vibrante e comercialmente acessível.",56.20673322677612
2024,Delacruz,Afrodite,hip-hop,134,"134_Delacruz, IZA, JOK3R - afrodite.mp3",ok,pop,95.0,"A faixa apresenta uma estrutura melódica acessível, produção contemporânea com elementos de R&B e pop, e instrumentação que mescla violão acústico com batidas eletrônicas polidas.",59.39845395088196,Bossa Trap,"Neo-Bossa, R&B Brasileiro, Lo-fi Hip Hop, MPB Contemporânea",98.0,"A faixa exemplifica a fusão contemporânea entre a Bossa Nova e o Trap. Tecnicamente, observa-se a harmonia jazzística e o dedilhado sincopado do violão de nylon em diálogo com uma seção rítmica eletrônica marcada por hi-hats em semicolcheias/fusas e sub-graves (808). O vocal apresenta uma estética 'smooth', alternando entre a suavidade do canto bossa-novista e o fraseado melódico do R&B moderno, culminando em um arranjo que utiliza instrumentos orgânicos, como o saxofone, sobre uma base urbana digital.",54.352165937423706
2018,Anitta,Envolver,funk,38,38_Anitta - Envolver (Official Audio)(MP3_160K).mp3,ok,pop,95.0,"A faixa apresenta elementos característicos do reggaeton, como o ritmo dembow, vocais melódicos e produção comercial de alta fidelidade, enquadrando-se no gênero macro pop latino.",65.10104274749756,Reggaeton,"Pop Urbano, Latin Urban, Dembow",95.0,"A faixa é estruturada sobre o padrão rítmico 'dembow', característico do Reggaeton, com um bumbo marcante em 4/4 e caixas sincopadas. A produção apresenta elementos do Pop Urbano contemporâneo, com sintetizadores melódicos, uso de autotune nas vozes e uma estrutura de canção comercial voltada para o mercado de música latina. A fusão de elementos eletrônicos com a cadência urbana define sua sonoridade.",50.01803660392761
2010,"MC Tuto, DJ Glenner",Barbie,funk,44,44_MC Tuto - Barbie (DJ Glenner) [Clipe Oficial](MP3_160K).mp3,ok,funk,100.0,"A faixa apresenta a batida característica do funk carioca, com ênfase em graves e percussão eletrônica repetitiva. O estilo vocal é rítmico e focado em rimas sobre temas de ostentação e festas, típicos do gênero.",52.07720494270325,Trap-Bossa,"Trap, Bossa Nova, MPB Contemporânea, Pop Urbano",98.0,"A faixa é construída sobre uma base harmônica de violão de nylon com progressões de acordes típicas da Bossa Nova, fundida a uma rítmica de Trap caracterizada por hi-hats em semicolcheias/fustas, graves de 808 proeminentes e uma cadência vocal que mistura o flow do rap melódico com a suavidade interpretativa da música popular brasileira.",62.41358184814453
2018,Lourena,Dizeres,mpb,199,"199_Lourena, Sant, Pineapple StormTv, billboard Brasil - Dizeres.mp3",ok,pop,95.0,"A faixa apresenta uma estrutura melódica acessível com foco em ganchos (hooks), produção polida que combina violão acústico com batidas eletrônicas contemporâneas e uma interpretação vocal característica do pop brasileiro atual.",64.7439820766449,Nova MPB,"Pop Leve, Hip-Hop, Bossa Pop, Folk Brasileiro",95.0,"A faixa exemplifica a estética da 'Nova MPB', caracterizada pela fusão de instrumentos orgânicos, como o violão de nylon com levadas sincopadas, e elementos urbanos contemporâneos. A estrutura alterna entre melodias vocais suaves e um verso de rap, demonstrando a hibridização entre o pop acústico e o hip-hop. A harmonia utiliza acordes com extensões típicos da música brasileira, enquanto a produção mantém uma sonoridade limpa e minimalista.",53.32297372817993
2018,"Baco Exu do Blues, Tim Bernardes",Queima Minha Pele,hip-hop,130,"130_Baco Exu do Blues, Tim Bernardes - Queima Minha Pele.mp3",ok,hip-hop,90.0,"A faixa apresenta uma estrutura rítmica característica do hip-hop, com versos rimados em flow de rap e temática urbana, integrando elementos melódicos em uma produção contemporânea.",63.834752321243286,MPB Contemporânea,"Hip-Hop, Bossa Nova, Jazz-Pop, Urban",95.0,"A faixa exemplifica a fusão da 'Nova MPB' com elementos do Hip-Hop. A introdução e os versos iniciais utilizam uma levada de violão sincopada e harmonias com extensões (sétimas e nonas) características da Bossa Nova e do Jazz. A transição para uma seção de rap, com métrica rítmica falada e um beat eletrônico mais proeminente, consolida a estética urbana contemporânea, mantendo a sofisticação melódica brasileira.",54.832884073257446
2021,Alceu Valença,La Belle De Jour,mpb,121,121_Alceu Valença - La Belle De Jour.mp3,ok,mpb,95.0,"A canção apresenta instrumentação acústica, letras poéticas e uma estrutura melódica característica da Música Popular Brasileira, fundindo elementos regionais com uma estética pop sofisticada.",67.2999119758606,MPB,"Bossa Nova, Pop Acústico, Samba-Pop",95.0,"A faixa apresenta uma reinterpretação de um clássico do cancioneiro brasileiro com uma estética nitidamente influenciada pela Bossa Nova. A harmonia é sofisticada, utilizando acordes com extensões (7as e 9as), e a 'levada' do violão de nylon é característica do gênero. A percussão leve, baseada no pandeiro e shaker, confere um balanço de Samba-Pop, enquanto a produção limpa e a interpretação vocal suave a inserem no contexto do Pop Acústico contemporâneo dentro da MPB.",56.08030915260315
2024,"MC WM, Os Cretinos",Qual Bumbum Mais Bate,funk,47,47_Os Cretinos e MC WM - Qual Bumbum Mais Bate_ (KondZilla)(MP3_160K).mp3,ok,funk,98.0,"A faixa apresenta a batida característica do 'tamborzão', com graves acentuados e elementos eletrônicos típicos do funk carioca. A lírica e a entrega vocal dos MCs focam em temas de festas e dança, reforçando a identidade do gênero.",36.48755240440369,Funk Carioca,"Funk 150 BPM, Funk Mandelão, Funk de Fluxo",95.0,"A faixa apresenta as características marcantes do Funk Carioca contemporâneo, com um andamento acelerado próximo a 150 BPM. A percussão é agressiva e repetitiva, típica do estilo Mandelão, utilizando timbres sintéticos que emulam instrumentos tradicionais. A estrutura vocal é baseada em loops e frases de efeito, focada na rítmica e no engajamento para dança em contextos de festas de rua (fluxos).",20.884053468704224
2024,"MD Chefe, L7NNON, Offlei Sounds, PL Quest",Fragrância - Remix (feat. PL Quest),hip-hop,136,"136_MD Chefe, Offlei Sounds, L7NNON, PL Quest - Fragrância - Remix.mp3",ok,hip-hop,95.0,"A faixa apresenta elementos característicos do trap, um subgênero do hip-hop, como batidas eletrônicas com graves acentuados (808s), flow rítmico e rimas focadas em ostentação e marcas de luxo.",28.703704595565796,Trap Brasileiro,"Melodic Trap, Trap Ostentação, Hip Hop",100.0,"A faixa apresenta os elementos estruturais do Trap, como o uso de sub-graves (808s) acentuados, hi-hats com divisões rápidas e uma cadência vocal melódica. A temática lírica é centrada na ostentação de marcas de luxo e perfumaria, característica marcante do subgênero no Brasil. A produção utiliza sintetizadores atmosféricos e uma mixagem que prioriza a clareza da voz e o impacto das frequências baixas.",30.4301655292511
2024,Supernova Ent,"Adora a bunda,mas odeia o rosto",hip-hop,204,"204_Supernova Ent, G.A, Ghard, Veigh, Niink - Adora a bunda, odeia o rosto (feat. Veigh & Niink).mp3",ok,hip-hop,95.0,"A faixa apresenta elementos característicos do trap, um subgênero do hip-hop, como batidas com hi-hats sincopados, graves 808 profundos e rimas rítmicas sobre ostentação e cotidiano urbano.",24.974538564682007,Trap Brasileiro,"Trap, Hip Hop, Melodic Trap, Ostentação",100.0,"A faixa apresenta características fundamentais do Trap, como o uso proeminente de graves 808, hi-hats em subdivisões rápidas (triplets) e uma estética sonora sombria e atmosférica. A performance vocal utiliza flow melódico com correção de altura (autotune), abordando temas típicos do subgênero 'Ostentação', como estilo de vida luxuoso e conquistas materiais, inseridos no contexto urbano brasileiro.",23.154319524765015
2003,"Mc Pikachu, MC Fioti, Novo Império",Vai Toma,funk,46,46_MC Pikachu e MC Fioti - Vai Toma (KondZilla)(MP3_160K).mp3,ok,funk,100.0,"A faixa apresenta a batida sincopada característica do funk brasileiro, com loops rítmicos marcantes, vocais repetitivos e produção eletrônica voltada para pistas de dança.",28.034719228744507,Funk Brasileiro,"Funk Mandelão, Brazilian Phonk, Funk de Fluxo",95.0,"A faixa é caracterizada por uma rítmica agressiva e sincopada, típica do Funk Mandelão, com batidas eletrônicas pesadas e loops repetitivos. A produção incorpora elementos do Brazilian Phonk, como graves distorcidos e texturas industriais, aliados a vocais com comandos imperativos e gírias urbanas brasileiras.",45.20822882652283
1999,Tiago Iorc,Tangerina,mpb,195,"195_TIAGO IORC, DUDA BEAT - Tangerina - Ao Vivo.mp3",ok,mpb,90.0,"A faixa apresenta características da vertente contemporânea da MPB, unindo uma base harmônica de violão a uma interpretação vocal melódica e letras poéticas com forte acento regional brasileiro.",67.54598355293274,Nova MPB,"Pop Tropical, Indie Pop, Breguista, Synth-pop",95.0,"A faixa apresenta uma fusão característica da música popular brasileira contemporânea, utilizando o violão com levadas sincopadas (herança do samba e bossa nova) em conjunto com uma produção pop moderna. A estrutura da canção é acessível, com refrões marcantes, enquanto a interpretação vocal e os arranjos incorporam elementos eletrônicos e texturas do indie pop, definindo a estética do Pop Tropical.",64.2868115901947
2024,Iza,Nunca mais ,mpb,194,194_IZA - Nunca Mais.mp3,ok,sertanejo,98.0,"A música apresenta elementos centrais do sertanejo universitário, incluindo letras sentimentais sobre relacionamentos, arranjos que mesclam violão com batidas pop e uma interpretação vocal característica do gênero.",65.31510305404663,Bossa Trap,"Bossa Nova, Trap, Nova MPB, R&B Contemporâneo, Pop Brasileiro",95.0,"A faixa é um exemplo nítido da fusão entre a tradição brasileira e a produção urbana moderna. A base harmônica é construída sobre um violão de nylon com dedilhados e acordes dissonantes (sétimas e nonas) característicos da Bossa Nova, enquanto a seção rítmica utiliza elementos do Trap, como hi-hats em semicolcheias rápidas e bumbos tipo 808. A interpretação vocal suave e melódica, aliada ao uso de sintetizadores atmosféricos, insere a obra no movimento da Nova MPB.",67.61481809616089
2023,"MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada",300 no 7,funk,40,40_MC GP _ MC J VILA_  MC LUUKY - 300 no 7 (DJ YURI PEDRADA) [VIDEOCLIPE OFICIAL] ativei o modo esquece(MP3_160K).mp3,ok,funk,95.0,"A faixa apresenta a batida característica do funk brasileiro (tamborzão), com letras focadas em ostentação e estilo de vida luxuoso, além de vocais rítmicos típicos do gênero.",80.56227779388428,Funk Carioca,"Funk de Ostentação, Trap-Funk, Funk 150 BPM",95.0,"A faixa é estruturada sobre a célula rítmica sincopada característica do Funk Carioca contemporâneo. A produção utiliza timbres de bateria eletrônica (808) e padrões de chimbal rápidos derivados do Trap, criando uma fusão conhecida como Trap-Funk. A entrega vocal dos MCs foca em métricas rítmicas e temas de ascensão social e ostentação, com ganchos melódicos simples e repetitivos projetados para o ambiente de clubes e fluxos.",52.8584668636322
2024,Duquesa,99 problemas,hip-hop,138,"138_Duquesa, Mc Luanna, Go Dassisti - 99 Problemas.mp3",ok,hip-hop,95.0,"A faixa apresenta batidas características do trap, com uso de hi-hats rápidos e graves profundos (808s), além de um flow rítmico e falado típico do hip-hop contemporâneo.",21.005533456802368,Trap,"Trap Brasileiro, Hip Hop, R&B Contemporâneo, Pluggnb",95.0,"A faixa apresenta características fundamentais do Trap, como o uso proeminente de graves 808 distorcidos, hi-hats em subdivisões rápidas (rolls) e uma cadência vocal sincopada com uso de autotune. A sonoridade é atmosférica e minimalista, típica da produção contemporânea do gênero no Brasil, mesclando elementos melódicos do R&B com a agressividade rítmica do Hip Hop.",38.18198013305664
2024,Duquesa,Fuso,hip-hop,140,"140_Duquesa, Go Dassisti - Fuso.mp3",ok,hip-hop,95.0,"A faixa apresenta elementos característicos do trap, um subgênero do hip-hop, como batidas sincopadas de hi-hats, graves profundos (808s) e um flow vocal rítmico e declamado.",30.231961011886597,Trap,"Trap Nacional, Hip Hop, Urban",98.0,"A faixa apresenta elementos fundamentais do Trap, como o uso de graves profundos (808s), hi-hats rápidos com subdivisões rítmicas (rolls) e uma batida sincopada. A estética vocal utiliza um flow característico do rap contemporâneo, com letras que abordam temas de empoderamento e vivência urbana, típicos do cenário do Trap Nacional.",23.594029426574707
